tenure,phone_services,internet_services,payment_method,number_customer_service_calls,phone_min,phone_monthly_charges,internet_monthly_charges,avg_monthly_bill,churn,internet_charge_per_min,gender_encoded,contract_duration_encoded
1,1,1,email,2,119.9599063,20.39521443,27.77298269,23.527,1,0.007510142,1,0
1,0,1,email,3,0,0,27.60585315,25.517,1,0.013080713,1,0
1,0,1,automatic transfer,5,0,0,3.758126012,12.237,1,0.006359518,1,0
1,0,1,mail,3,0,0,18.5829204,18.97,1,0.008110155,1,0
1,1,1,automatic transfer,1,118.9992704,20.23284263,37.33853853,29.119,1,0.012158198,0,0
1,0,1,email,1,0,0,19.26834065,19.309,1,0.006489552,1,0
1,1,1,automatic transfer,3,111.6947233,18.99033916,35.71517476,27.18,1,0.012116263,1,0
1,0,1,mail,1,0,0,14.30347642,17.391,1,0.007215578,1,0
1,0,1,mail,1,0,0,11.13361263,17.248,1,0.010033451,1,0
1,0,1,automatic transfer,4,0,0,25.19551557,24.026,1,0.030705461,1,0
1,0,1,mail,2,0,0,32.78896273,27.076,1,0.013794436,1,0
1,0,1,mail,1,0,0,9.538605356,15.031,1,0.007067577,0,0
1,1,1,email,1,108.5386812,18.45384973,35.73340934,26.706,1,0.017159638,0,0
1,1,1,email,0,113.104948,19.23062475,39.68880894,29.648,1,0.013886692,1,0
1,0,1,email,1,0,0,16.82003903,18.14,1,0.018485428,1,0
1,1,1,automatic transfer,2,123.8274982,21.05385414,11.3979865,16.783,1,0.037529892,0,0
1,1,1,automatic transfer,2,116.6949938,19.84037654,16.95450873,18.385,1,0.007238097,0,0
1,0,1,mail,2,0,0,5.511744469,12.763,1,0.019400748,0,0
1,1,1,email,1,121.1807505,20.60369203,21.70800613,21.653,1,0.025472607,1,0
1,1,1,email,2,125.0598776,21.26282453,40.57308425,30.79,1,0.010351714,1,0
1,1,1,mail,1,124.3238103,21.1378548,13.4772161,17.843,1,0.005261055,1,0
1,1,1,email,1,126.0569344,21.4329836,36.87608564,28.75,1,0.010629027,1,0
1,1,1,email,0,119.6165106,20.33716058,16.86743239,18.998,1,0.007456208,0,0
1,0,1,email,3,0,0,21.59738718,19.986,1,0.014382149,0,0
1,1,1,email,5,125.1494685,21.27767464,24.11043834,21.701,1,0.008334358,0,0
1,1,1,mail,2,118.0380056,20.06919691,27.86383364,23.202,1,0.047457399,0,0
1,0,1,automatic transfer,1,0,0,14.38233894,16.772,1,0.013716469,1,0
1,1,1,mail,2,121.7803472,20.70569109,49.07329571,34.973,0,0.007262352,0,0
1,1,1,mail,2,113.8339154,19.35455926,53.66652711,37.416,0,0.008135057,0,0
1,1,1,email,3,124.0354716,21.08824968,54.2148783,37.199,0,0.007292114,0,0
1,1,1,email,2,125.5736075,21.35142433,52.24217409,36.339,0,0.008622529,0,0
1,1,1,email,1,116.2140957,19.760577,63.79741614,41.603,0,0.008809433,0,0
1,1,1,mail,3,125.5007519,21.3373494,50.18672292,35.552,0,0.006470002,0,0
1,1,1,mail,3,119.8611308,20.37975726,60.80617684,39.249,0,0.007582141,1,0
1,1,1,email,2,114.7643472,19.51254574,67.05279747,42.823,0,0.007412027,0,0
1,1,1,email,2,120.4223337,20.47416628,49.06817994,35.007,0,0.008678804,0,0
1,1,1,email,2,116.8593642,19.86838295,53.77780896,37.263,0,0.007505021,0,0
1,1,1,email,1,121.5447286,20.6653118,72.49771983,48.845,1,0.010191246,0,0
1,1,1,email,2,123.6576766,21.0241211,46.75693338,34.357,1,0.0133798,1,0
1,1,1,email,2,114.9022518,19.53608529,77.09821895,48.545,1,0.00905184,0,0
1,1,1,email,0,122.8760711,20.89213101,56.81010324,38.46,1,0.007329616,1,0
1,1,1,automatic transfer,0,123.1248037,20.93390907,66.8212926,43.9,1,0.008139727,1,0
1,1,1,email,1,124.7997802,21.21883694,65.61858378,43.778,1,0.008607323,1,0
1,1,1,email,0,111.770336,19.0035922,50.06108735,34.867,1,0.01119052,1,0
1,1,1,email,1,126.4212367,21.49467637,51.35499948,39.723,1,0.010677631,1,0
1,1,1,email,3,108.042886,18.36961843,51.40550189,35.261,1,0.011644337,0,0
1,1,1,email,2,125.934175,21.4118156,54.93948808,36.919,1,0.009167755,1,0
1,1,1,mail,2,109.7558079,18.66133831,47.97886714,34.691,1,0.0079148,1,0
1,1,1,email,1,111.1086896,18.89067672,56.45548793,38.444,1,0.010464799,0,0
1,1,1,email,0,118.3069342,20.11423728,48.98147244,35.089,1,0.013312275,1,0
1,1,1,email,2,126.4589955,21.50038439,48.0465849,35.246,1,0.008406956,0,0
1,1,1,email,2,117.834614,20.03447352,59.29883883,39.375,1,0.011508343,0,0
1,1,1,email,5,114.0045235,19.38310203,51.78195764,38.048,1,0.012900803,1,0
1,1,1,email,3,119.6560049,20.34420128,54.70826506,38.706,1,0.010426069,1,0
1,1,1,automatic transfer,4,116.9405732,19.88225016,50.14925117,36.39,1,0.009175487,1,0
1,1,1,email,3,118.0625476,20.07343552,79.41850124,48.537,1,0.009608511,0,0
1,1,1,email,2,118.86115,20.20910014,47.8345829,35.578,1,0.010623745,0,0
1,1,1,email,1,123.8530964,21.05791007,59.5670268,40.954,1,0.009437057,0,0
1,1,1,automatic transfer,1,117.9044659,20.04640425,56.77839557,38.126,1,0.009611424,0,0
1,1,1,email,4,115.9353647,19.71167456,51.30644946,35.985,1,0.010295971,1,0
1,1,1,mail,0,114.288162,19.43116509,62.22500804,40.577,1,0.009305144,0,0
1,1,1,email,1,126.5005423,21.50808962,52.9575392,37.03,1,0.011187586,0,0
1,1,1,email,1,121.5602198,20.66735956,58.60028765,43.623,1,0.011556199,0,0
1,1,1,email,1,115.4781291,19.63366589,60.27226438,39.403,1,0.014700397,1,0
1,1,1,email,3,114.3271523,19.43823634,50.83830344,37.665,1,0.00918415,0,0
1,1,1,email,5,115.1827037,19.5833377,49.34762035,34.898,1,0.012305702,0,0
1,1,1,email,4,122.91256,20.8975887,62.20427086,41.86,1,0.010997174,1,0
1,1,1,mail,3,118.5880916,20.16229853,54.01726654,36.588,1,0.008005442,0,0
1,1,1,email,2,116.0734474,19.73579907,56.7606544,37.143,1,0.009394144,0,0
1,1,1,email,4,117.0304572,19.89792476,59.24242364,39.352,1,0.009521706,1,0
1,1,1,email,3,125.4268852,21.32509709,57.85656321,40.418,1,0.011600298,0,0
1,1,1,email,4,120.3104936,20.45544056,57.54900458,41.247,1,0.008120836,1,0
1,1,1,email,1,118.7241995,20.18550453,54.57607961,38.415,1,0.011098386,1,0
1,1,1,email,2,113.4406021,19.28700475,65.13402322,39.79,1,0.010339098,0,0
1,1,1,email,1,116.9061426,19.87646664,60.68757798,40.552,1,0.008724537,0,0
1,1,1,email,2,118.2721746,20.10836822,73.50775707,46.372,1,0.011783763,1,0
1,1,1,mail,4,113.5544506,19.30669069,62.40757939,40.543,1,0.011399174,1,0
1,1,1,email,2,121.8563324,20.71787179,56.65829778,39.417,1,0.01320638,1,0
1,1,1,automatic transfer,4,113.5865731,19.31258598,50.27797415,35.957,1,0.013282491,0,0
1,1,1,mail,1,108.5942718,18.46349872,61.44126019,38.015,1,0.010248189,1,0
1,1,1,email,2,121.0842386,20.58661404,65.91049098,42.624,1,0.009492166,1,0
1,1,1,email,0,120.1372206,20.42532473,76.38433835,49.386,1,0.010353938,1,0
1,1,1,email,2,124.2324551,21.12227682,57.08571189,39.909,1,0.010879322,0,0
1,1,1,email,0,111.9220478,19.02970807,73.85210932,44.192,1,0.011776236,1,0
1,1,1,email,4,115.5155183,19.64040578,47.77963176,34.618,1,0.012896448,0,0
1,1,1,email,4,109.6187266,18.63748134,51.68265608,35.221,1,0.008543915,1,0
1,1,1,email,1,121.0728629,20.58547404,66.95026811,40.396,1,0.012163906,1,0
1,1,1,email,4,118.2479737,20.1048599,59.76803644,41.28,1,0.012416759,1,0
1,1,1,email,3,118.4754852,20.14376632,66.23470403,41.349,1,0.010161493,0,0
1,1,1,email,2,124.0151762,21.08505098,54.73080457,38.697,1,0.009722646,1,0
1,1,1,email,1,107.3010179,18.24338543,59.10379421,36.683,1,0.009002374,0,0
1,1,1,email,1,116.7333445,19.84705982,65.25264413,45.29,1,0.009796042,0,0
1,1,1,email,3,121.0439349,20.58010558,68.13196125,42.443,1,0.011106732,1,0
1,1,1,email,2,117.2857592,19.94080928,65.37342896,39.844,1,0.011015721,1,0
1,1,1,mail,2,122.8650802,20.88994778,49.62202951,36.687,1,0.008332045,1,0
1,1,0,automatic transfer,1,127.83735,21.73512901,0,9.472,0,0.008724,1,0
1,1,0,automatic transfer,2,118.0259892,20.06836113,0,9.959,0,0.008724,1,0
1,1,0,mail,1,128.8065321,21.9002331,0,10.681,0,0.008724,0,0
1,1,0,email,1,108.8787524,18.51171272,0,10.164,0,0.008724,1,0
1,1,0,mail,3,117.9864522,20.0602176,0,10.715,0,0.008724,1,0
1,1,0,automatic transfer,1,123.6009875,21.01457263,0,9.525,0,0.008724,0,0
1,1,0,mail,1,104.3071835,17.73479132,0,11.007,0,0.008724,1,0
1,1,0,mail,1,128.4750955,21.84387701,0,9.562,0,0.008724,1,0
1,1,0,automatic transfer,0,129.4372572,22.00759493,0,9.543,0,0.008724,0,0
1,1,0,mail,1,126.895529,21.57489848,0,10.003,0,0.008724,0,0
1,1,0,mail,1,104.474051,17.76277469,0,9.743,0,0.008724,0,0
1,1,0,automatic transfer,0,112.5002092,19.1280972,0,9.664,0,0.008724,1,0
1,1,0,mail,1,127.8842973,21.74358169,0,9.804,0,0.008724,1,0
1,1,0,mail,1,128.2829332,21.8102207,0,9.971,0,0.008724,1,0
1,1,0,automatic transfer,1,125.9382743,21.41247059,0,9.889,0,0.008724,1,0
1,1,0,automatic transfer,1,115.6131681,19.65731443,0,9.528,0,0.008724,1,0
1,1,0,automatic transfer,1,114.0361111,19.38908042,0,10.278,0,0.008724,1,0
1,1,0,mail,2,126.630574,21.52979127,0,9.93,0,0.008724,0,0
1,1,0,automatic transfer,3,118.8232352,20.20170141,0,9.768,0,0.008724,1,0
1,1,0,email,2,104.6776257,17.79811642,0,9.489,0,0.008724,1,0
1,1,0,mail,0,113.8790456,19.3624288,0,11.011,0,0.008724,0,0
1,1,0,automatic transfer,1,114.0872449,19.39759656,0,10.666,0,0.008724,1,0
1,1,0,automatic transfer,2,123.2439826,20.95481794,0,9.698,0,0.008724,0,0
1,1,0,mail,0,120.6596055,20.51527961,0,9.795,0,0.008724,0,0
1,1,0,automatic transfer,1,111.6897258,18.98896918,0,9.785,0,0.008724,1,0
1,1,0,mail,1,118.3707917,20.1260594,0,9.636,0,0.008724,0,0
1,1,0,email,0,123.873653,21.06183564,0,10.806,0,0.008724,0,0
1,1,0,mail,2,122.9708129,20.90857881,0,9.687,0,0.008724,1,0
1,1,0,mail,1,127.0593375,21.60311283,0,10.034,0,0.008724,1,0
1,1,0,mail,3,115.8150997,19.6912873,0,9.937,1,0.008724,1,0
1,1,0,mail,2,111.3721397,18.93543022,0,9.425,1,0.008724,1,0
1,1,0,email,5,122.2446369,20.78442235,0,10.046,1,0.008724,1,0
1,1,0,mail,5,126.3664531,21.48519146,0,9.817,1,0.008724,0,0
1,1,0,email,1,121.4121168,20.64339187,0,9.686,1,0.008724,1,0
1,1,0,mail,0,113.0235579,19.21643627,0,9.81,1,0.008724,0,0
1,1,0,mail,3,113.6630096,19.32554027,0,10.177,1,0.008724,1,0
1,1,0,mail,5,117.2341966,19.93258426,0,9.774,1,0.008724,1,0
1,1,0,automatic transfer,2,121.8111346,20.71055717,0,9.561,1,0.008724,0,0
1,1,0,email,2,122.4781086,20.82445204,0,10.139,1,0.008724,0,0
1,1,0,email,2,119.6326222,20.34012761,0,10.259,1,0.008724,0,0
1,1,0,automatic transfer,2,125.5987207,21.35453252,0,9.95,1,0.008724,0,0
1,1,0,mail,2,121.4176689,20.64402863,0,10.672,1,0.008724,1,0
1,1,0,mail,0,119.1462009,20.25764806,0,10.758,1,0.008724,0,0
1,1,0,email,3,119.8935954,20.38452408,0,10.284,1,0.008724,0,0
1,1,0,mail,4,119.6498547,20.34353999,0,10.151,1,0.008724,1,0
1,1,0,mail,5,115.2666096,19.59776967,0,10.763,1,0.008724,0,0
1,1,0,email,0,121.7809522,20.71491784,0,9.648,0,0.008724,0,1
1,1,0,email,0,117.3099825,19.9661639,0,9.516,0,0.008724,1,1
34,1,1,automatic transfer,2,137.32,23.32236188,28.52249707,48.59025049,0,0.006678607,0,0
34,1,1,mail,3,115.483607,19.6337772,64.77026752,81.43486362,0,0.008155814,1,0
34,1,1,automatic transfer,0,123.4368197,20.98598946,49.10801956,77.02501916,0,0.00956579,0,0
34,1,1,automatic transfer,1,125.865252,21.40098091,48.15759632,66.7758856,0,0.009769261,1,0
34,1,1,email,10,123.3794317,20.97488138,72.13324084,90.62034301,1,0.010264772,0,0
34,1,1,automatic transfer,8,123.3794317,20.97488138,49.66742845,69.42420009,1,0.01112109,0,0
34,1,0,mail,0,125.5526071,21.33060449,0,18.80161043,0,0.008724,1,0
34,1,0,mail,0,134.2091877,22.81639848,0,18.25444158,0,0.008724,0,0
34,1,1,email,5,112.4092904,19.11297958,45.47168184,64.57739758,0,0.00586693,0,1
34,1,1,email,1,139.0352095,23.5813902,90.01671891,108.5610693,0,0.00717952,0,1
34,1,0,automatic transfer,0,90.69748245,15.4190623,0,19.99304902,0,0.008724,0,1
34,1,0,automatic transfer,2,141.428216,24.00309991,0,26.2354965,0,0.008724,1,1
2,1,1,email,2,120.0121761,20.40737888,20.33921467,25.69035725,0,0.007724543,1,0
2,1,1,email,4,114.1341617,19.40749789,37.37702022,32.14837372,0,0.01186109,1,0
2,1,1,email,3,126.2979696,21.47523326,44.45637957,43.09497944,0,0.007602311,1,0
2,1,1,mail,0,117.5762759,19.99257784,28.37699125,33.60952831,0,0.006713965,1,0
2,1,1,email,1,115.2509949,19.59666567,20.228365,25.20595971,0,0.008767859,0,0
2,1,1,automatic transfer,1,123.5341919,21.00586391,35.20178877,33.38065832,0,0.009266935,1,0
2,1,1,mail,0,114.3947787,19.45212276,39.28491563,32.9001523,0,0.00764171,0,0
2,1,1,email,3,113.5234657,19.30423071,25.55755711,16.71850248,0,0.014586437,0,0
2,1,1,email,5,116.7143673,19.84706626,24.1410417,28.34449678,0,0.006608971,0,0
2,1,1,mail,0,118.4910233,20.1486735,42.82208725,48.15842918,0,0.006511359,0,0
2,1,1,mail,5,113.1155864,19.23392101,21.0803802,24.16992066,0,0.008756918,0,0
2,0,1,automatic transfer,1,0,0,10.09992438,20.35433197,0,0.00401825,1,0
2,1,1,mail,4,119.8904115,20.38593614,11.04122329,23.28020783,1,0.002751086,1,0
2,0,1,mail,2,0,0,46.48970754,35.73145463,1,0.010533435,0,0
2,0,1,mail,2,0,0,16.89977235,24.43047719,1,0.009174523,0,0
2,0,1,mail,1,0,0,15.09113153,22.57509506,1,0.004205626,0,0
2,0,1,automatic transfer,4,0,0,48.5691785,42.10575373,1,0.013767643,1,0
2,1,1,mail,1,121.5323048,20.66485608,8.192178643,14.51841694,1,0.003742196,1,0
2,1,1,email,3,116.8178884,19.86353315,25.25203314,34.06756284,1,0.007980368,0,0
2,0,1,email,3,0,0,16.20873789,24.80110115,1,0.017228103,0,0
2,0,1,email,3,0,0,24.21931885,24.91632039,1,0.048217327,1,0
2,1,1,mail,6,116.2227341,19.76232639,26.536883,33.94849179,1,0.012184662,1,0
2,1,1,email,3,118.8892419,20.2157219,40.44078356,38.18577329,1,0.008792422,1,0
2,1,1,email,2,111.3436558,18.93278595,54.11273092,61.65382758,0,0.007755231,0,0
2,1,1,email,3,127.0108162,21.59745214,52.61416766,45.84162991,0,0.008830877,1,0
2,1,1,email,4,117.7120983,20.01682056,50.29732445,43.35259068,0,0.006769084,1,0
2,1,1,automatic transfer,2,115.5601192,19.65043944,57.66849235,49.42940212,0,0.006030349,1,0
2,1,1,email,1,116.9919084,19.89300138,51.08808585,40.16194067,0,0.008506964,1,0
2,1,1,email,2,112.8121034,19.1826763,68.50425121,56.84431398,0,0.006412913,0,0
2,1,1,mail,4,129.5732101,22.03214603,53.98662649,53.15864622,0,0.008810836,0,0
2,1,1,email,4,116.1081831,19.74301984,56.34955073,53.28070499,1,0.01076079,0,0
2,1,1,automatic transfer,0,116.8593846,19.87080224,67.24080065,57.83516427,1,0.013324766,1,0
2,1,1,automatic transfer,1,117.0883694,19.90963935,53.32080616,47.8046331,1,0.010776046,0,0
2,1,1,automatic transfer,4,112.3801716,19.10911331,77.65164636,64.94423879,1,0.011759389,0,0
2,1,1,email,0,112.3445615,19.10313618,54.84372631,45.42897407,1,0.009780147,1,0
2,1,1,email,4,113.1912244,19.24744147,58.58687065,50.52063861,1,0.010405304,1,0
2,1,1,email,4,116.3582596,19.78555265,68.57030195,63.27897816,1,0.008126783,0,0
2,1,1,email,3,121.7408883,20.7007517,76.96381202,64.86733581,1,0.01270504,1,0
2,1,1,email,0,118.6194049,20.16985393,62.92541848,60.46718075,1,0.007603839,1,0
2,1,1,email,3,115.3346307,19.61108287,84.52514339,80.917281,1,0.008871247,1,0
2,1,1,email,1,117.2609574,19.93931355,67.36549637,59.79772722,1,0.009333962,1,0
2,1,1,automatic transfer,0,113.5479268,19.30766859,49.97076326,42.78703763,1,0.011579764,0,0
2,1,1,email,5,110.6097839,18.80804212,57.00458944,55.82750499,1,0.011667692,0,0
2,1,1,automatic transfer,3,117.0087728,19.89601333,56.70463768,45.06310804,1,0.009429737,1,0
2,1,1,automatic transfer,2,117.4318479,19.96791009,49.14435857,44.68124301,1,0.00966285,0,0
2,1,1,email,3,117.5249894,19.98426601,50.51486583,52.86985213,1,0.009044513,0,0
2,1,1,automatic transfer,5,120.8281954,20.54568934,56.64531741,49.34546479,1,0.010667953,0,0
2,1,1,automatic transfer,0,122.3616777,20.80636533,68.1747995,53.16807869,1,0.013942794,1,0
2,1,1,email,4,112.7187077,19.1666641,54.09049924,50.38923671,1,0.010434073,0,0
2,1,1,email,3,111.4410347,18.94919045,64.22619178,53.62293688,1,0.010377272,0,0
2,1,1,automatic transfer,4,114.7503986,19.51182293,57.31991862,57.63002071,1,0.010437703,0,0
2,1,1,automatic transfer,4,119.7181885,20.35705521,65.64709992,59.41235026,1,0.01036854,0,0
2,1,1,email,6,116.2695797,19.77046661,64.28689469,62.56233559,1,0.015001266,1,0
2,1,1,automatic transfer,2,123.1163759,20.93475447,81.32817259,63.43146142,1,0.01054341,0,0
2,1,1,automatic transfer,2,119.4499236,20.3113883,71.67937966,59.90178429,1,0.011141207,0,0
2,1,1,email,2,116.923934,19.8816466,49.4976979,40.61902523,1,0.010333762,0,0
2,1,0,automatic transfer,2,117.3632901,19.95585211,0,13.3458656,0,0.008724,1,0
2,1,0,automatic transfer,1,117.4825646,19.9770134,0,19.23766278,0,0.008724,1,0
2,1,0,mail,1,129.2717885,21.98096235,0,12.6611801,0,0.008724,0,0
2,1,0,automatic transfer,3,109.2493898,18.57679995,0,13.86597014,0,0.008724,0,0
2,1,0,mail,4,108.20101,18.39853666,0,12.36535677,0,0.008724,0,0
2,1,0,mail,5,118.4881549,20.14775733,0,14.29486819,0,0.008724,0,1
2,1,0,mail,2,118.6295929,20.17293318,0,10.74194853,1,0.008724,1,1
45,1,1,automatic transfer,1,155.0598363,26.35902232,29.86361963,58.22973499,0,0.008550043,0,0
45,1,1,email,1,150.0960262,25.5176734,72.42028281,100.7574262,0,0.007248445,0,0
45,1,1,automatic transfer,2,141.8342072,24.11403503,63.96338406,86.25243371,0,0.007115738,1,0
45,1,1,automatic transfer,3,93.79780929,15.94590843,92.55436519,103.8472659,0,0.006780897,1,0
45,1,1,automatic transfer,3,99.96548607,16.99357927,82.55443028,108.6231833,0,0.006917512,0,0
45,1,1,automatic transfer,2,123.3794317,20.97488138,74.11006378,95.58822912,1,0.009389711,0,0
45,1,1,automatic transfer,1,116.9309818,19.87624788,54.79122742,74.39341437,0,0.006256948,1,1
45,1,1,email,2,144.4011026,24.54626315,29.30549886,50.02895982,0,0.008063941,0,1
45,1,1,mail,3,144.6475165,24.59132048,48.76785572,68.62695321,0,0.007311443,1,1
45,0,1,automatic transfer,2,0,0,16.449409,39.30602295,0,0.007202144,1,1
45,1,1,mail,2,134.0832917,22.79272531,53.97361999,75.44787549,0,0.007018289,0,1
45,1,1,automatic transfer,0,116.6331033,19.82745712,59.07793418,80.36307608,0,0.006535419,1,1
45,1,1,automatic transfer,0,143.9532598,24.47145505,73.27574026,97.62500616,0,0.006292452,1,1
45,1,1,mail,3,146.3538249,24.88079729,88.5844055,108.4295689,0,0.007001399,0,1
45,1,1,mail,2,131.2311248,22.31028145,78.60179363,102.5316044,0,0.0062282,0,1
45,1,1,automatic transfer,1,139.7867252,23.76089389,77.52043952,96.60843458,0,0.006407794,1,1
45,1,0,mail,1,121.72093,20.69352591,0,22.72325064,0,0.008724,1,1
45,1,0,automatic transfer,1,138.1637422,23.48759582,0,22.08218266,0,0.008724,0,1
45,1,0,mail,3,123.993783,21.0793952,0,23.71713985,0,0.008724,0,1
45,1,0,mail,2,141.0821362,23.98414748,0,22.14909336,0,0.008724,0,1
45,1,0,automatic transfer,0,129.2773597,21.9767491,0,19.56858135,0,0.008724,1,1
8,1,1,email,0,124.0176486,21.08278989,38.87754647,33.91237051,0,0.006627814,0,0
8,1,1,mail,1,112.8915923,19.19265808,28.98777976,40.59396293,0,0.011977065,1,0
8,1,1,email,0,108.2700544,18.40608508,45.41446947,56.44370761,0,0.008505571,0,0
8,1,1,automatic transfer,0,118.0826548,20.07515913,36.27230345,56.26421357,0,0.010166191,1,0
8,1,1,email,1,114.6816261,19.51462375,46.58157681,58.97234631,1,0.009841822,0,0
8,0,1,email,4,0,0,15.62526772,29.04917335,1,0.016037435,1,0
8,1,1,automatic transfer,1,115.1560408,19.57634692,63.39411562,72.45077922,0,0.006941112,0,0
8,1,1,email,2,121.4309908,20.64369764,64.7074405,89.70100852,0,0.006811595,1,0
8,1,1,email,1,111.6397992,18.97880274,52.44778487,63.71919169,0,0.006892325,0,0
8,1,1,email,3,122.2094182,20.77576742,52.87688448,71.13473806,0,0.006986856,1,0
8,1,1,email,1,116.4341285,19.79408107,51.05094573,60.82524393,0,0.007363633,1,0
8,1,1,automatic transfer,2,119.0248472,20.23494924,64.06905881,71.15890353,0,0.007504906,0,0
8,1,1,email,0,121.8694069,20.71721461,57.59126541,69.87095699,0,0.006198465,1,0
8,1,1,email,1,114.2043496,19.41527069,71.6207078,72.43843188,0,0.007566983,0,0
8,1,1,email,3,112.6146655,19.14529587,54.14982668,63.06322845,0,0.007691629,0,0
8,1,1,automatic transfer,4,115.1107988,19.56919213,65.60391052,83.67498227,1,0.010059603,0,0
8,1,1,automatic transfer,3,116.6682862,19.83402063,72.16382368,79.3490189,1,0.014614969,0,0
8,1,1,email,1,115.8378221,19.69285646,77.85291286,76.73605974,1,0.0100172,0,0
8,1,1,email,1,119.5830414,20.32936326,81.76469725,93.05602074,1,0.013237474,1,0
8,1,1,automatic transfer,0,116.5225365,19.80917412,77.40865021,77.52927547,1,0.010468783,0,0
8,1,1,automatic transfer,0,118.0523991,20.06945262,55.09640597,66.76969,1,0.01045578,1,0
8,1,1,email,2,115.2131384,19.5865289,78.82458672,76.51387435,1,0.021938498,0,0
8,1,1,email,0,119.9044745,20.38419499,56.78011879,88.1902786,1,0.007821695,0,0
8,1,1,automatic transfer,0,119.7184914,20.3525465,72.03174252,93.00320283,1,0.008327733,1,0
8,1,0,automatic transfer,1,117.4367009,19.95463335,0,17.70910548,1,0.008724,0,0
8,1,1,mail,1,113.8613963,19.35695135,32.15116601,43.03952215,0,0.007290352,1,1
8,1,0,automatic transfer,0,127.0547294,21.59960134,0,20.99821696,0,0.008724,0,1
22,1,1,mail,4,122.209274,20.77763411,38.32408189,55.38900292,0,0.008698648,0,0
22,0,1,mail,2,0,0,28.53339134,46.91389405,0,0.009055327,0,0
22,1,1,email,1,123.3794317,20.97488138,40.65210611,58.45101507,1,0.012639093,1,0
22,0,1,mail,2,0,0,25.98003595,45.16747512,1,0.009194424,1,0
22,0,1,email,3,0,0,24.89437212,43.74552675,1,0.007921051,0,0
22,1,1,automatic transfer,5,118.7343535,20.18499131,51.37817085,65.97364102,0,0.007216861,0,0
22,1,1,email,6,129.624814,22.03753308,71.23712056,81.8104525,0,0.007951079,1,0
22,1,1,email,2,150.6060498,25.60433345,55.60176398,90.79128415,0,0.005679917,0,0
22,1,1,automatic transfer,5,141.145671,23.99652187,79.3736134,103.4788958,0,0.007314825,1,0
22,1,1,email,2,123.3794317,20.97488138,80.20771974,100.0379514,1,0.009075702,1,0
22,1,1,automatic transfer,4,123.3794317,20.97488138,61.14069335,79.39057346,1,0.009643537,0,0
22,1,1,email,2,123.3794317,20.97488138,78.3744563,95.61622003,1,0.012807772,1,0
22,1,1,automatic transfer,1,123.3794317,20.97488138,51.41591296,70.73628425,1,0.008569287,0,0
22,1,1,mail,1,123.3794317,20.97488138,70.48129712,84.46626639,1,0.009734942,0,0
